,Alpha,Delta_Pb,P_bar,T,rpm,rho,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049
28,12.5,137.44,1025.23,21.22,890.13,1.213,-5.413773438735369,-3.9394068724588265,-4.057446969218906,-2.3526176234186655,-1.936519772091376,-1.5901745780049155,-1.3472493237208565,-1.169575355197018,-1.0241178139641438,-0.8824548172851703,-0.7387085412432707,-0.6414268352780618,-0.5338031353326128,-0.44905830696215543,-0.3314274257912222,-0.2829167777688006,-0.2358197835997932,-0.21256889785285032,-0.2015572783630982,-0.1993623947485868,-0.2020036953694395,-0.19560505161188083,-0.18262175701078795,-0.17800878127859449,-0.13388790048519572,-5.401868985232934,-0.19355897366614985,1.016714731942317,0.9944682844596421,0.7919437692494711,0.6435101146409878,0.548646500793461,0.47915425347299834,0.4230545163427746,0.37286980454657315,0.3309066059504907,0.2940772029273332,0.25933107926710175,0.23083479369564863,0.20553783000297482,0.17945963654920372,0.15762240465567498,0.14006333573958374,0.12354590650495555,0.11089742465861863,0.09869535981862303,0.08708851765374914,0.07373320888070517,-0.13388790048519572
29,12.75,139.17,1025.25,21.23,890.09,1.213,-5.216522106823985,-3.939234384756796,-4.074633054477826,-2.3428818647523117,-1.9179519105111626,-1.5653864107872215,-1.3188330002697082,-1.1375545317202553,-0.9752671408283641,-0.8295831679272231,-0.6801524060104703,-0.5723771219731664,-0.46695276437703065,-0.3866906663465231,-0.2918087445100009,-0.26745461590852426,-0.24016182925558732,-0.23119892219863364,-0.22855412995231944,-0.22910512833696822,-0.23329271606029905,-0.22800313156767063,-0.2161750329105432,-0.213383307761656,-0.16313225508168605,-5.202967546561625,-0.2058162632791459,1.0151594238769368,0.9982988733066835,0.7946131371148463,0.6483046993777701,0.5514024501308691,0.4813154556035425,0.42445242230778707,0.3735769047918818,0.3309663630457084,0.29327807353573104,0.2580141769182082,0.22848066350103294,0.20228987361739362,0.17536441922088927,0.15258981932207247,0.13378240779272701,0.11615045948396562,0.10204490083695651,0.08830667444637992,0.07526637934302514,0.059911891024145444,-0.16313225508168605
30,13.0,134.61,1025.22,21.28,889.79,1.213,-5.029695898585873,-3.9644416865621337,-4.352504548449946,-2.3326324132038487,-1.9118953726178263,-1.5506937250784263,-1.2885024376408123,-1.1102761908113894,-0.9347474633861209,-0.7780253853278456,-0.6282940617817454,-0.5239266561026952,-0.4200911556582668,-0.3534890216373804,-0.2795541940249188,-0.2719935410470772,-0.25436468184246147,-0.24934957534459665,-0.24604416424373124,-0.2498814805792187,-0.25470662092186136,-0.2501474331965297,-0.23859749095902286,-0.2380275924933564,-0.184495129951754,-5.008951594435614,-0.1998823885247483,1.0296165613040635,1.0169648153662685,0.8140429683579655,0.6626779358769549,0.5643134607029247,0.49338009834297314,0.43509848192081685,0.38281979600368066,0.3390515938404968,0.30007053878891127,0.2632550979068582,0.23293649953340276,0.2056193664124573,0.1773903957464455,0.1533786737263655,0.13282433573132865,0.11454959159895763,0.09923831948805219,0.08373708122192458,0.06941363311817432,0.05296256407593596,-0.184495129951754
31,14.0,137.6,1025.28,21.38,889.93,1.213,-4.453229582707019,-3.4915903126338614,-4.355244932197632,-2.1371578152058612,-1.6660734772619865,-1.3028948750326574,-1.0252159621556598,-0.8275374105022906,-0.6408203574838356,-0.5094681619773206,-0.39320196120224676,-0.37395431275178714,-0.3501734343573969,-0.3516597392570463,-0.3173632536976365,-0.33348966185883244,-0.3348273362685169,-0.3367595326380611,-0.33880320187507906,-0.34370800804392204,-0.34969038526501084,-0.349244493795116,-0.34203591503181646,-0.3404752948871846,-0.27990837022647186,-4.4368802288108755,-0.12187700177125017,1.0205712593442555,1.0086808201470603,0.8093673331040767,0.6634865072034889,0.5636811331920321,0.4914838726915629,0.43251472579797323,0.3789705917881038,0.33371260759377985,0.29280206523093033,0.2534521430127126,0.2209392233328822,0.191473228697333,0.16081819014206428,0.13347017998851546,0.11017235068651123,0.08876956013155997,0.0694847540586091,0.05034857847562318,0.03173260960751453,0.011147286747370444,-0.27990837022647186
32,13.75,137.35,1025.28,21.48,889.76,1.212,-4.637776009708544,-3.6897762355542567,-4.442152872459633,-2.1773543858589606,-1.7358156549532824,-1.3739779967117178,-1.0964574471036046,-0.9027700668740922,-0.7114651568223023,-0.5641987189618466,-0.4230373609318042,-0.3847689337021408,-0.34664941085858514,-0.34162388782745223,-0.31370431543226984,-0.31899042113909104,-0.3180597687259183,-0.3233458744327395,-0.3184320296911874,-0.32468601390770824,-0.32840862356039924,-0.32907869329788364,-0.32133566522028634,-0.3210006303515442,-0.2635235373139953,-4.624188484476223,-0.15232918698811537,1.0254300549302604,1.0169052788255981,0.8126456871824435,0.6638529793643845,0.5685541722554951,0.49588883183496696,0.43636430348843797,0.3825353679105263,0.338012956464342,0.29736205905695634,0.2587585969585508,0.22626021469055846,0.1971494072065149,0.16699626901971787,0.13993289684465438,0.11752278673545459,0.09626668561858903,0.07821202880303774,0.059747884925690414,0.04187935859277365,0.02092106624812337,-0.2635235373139953
33,13.5,139.11,1025.24,21.5,889.88,1.212,-4.697034278642707,-3.7614713964187847,-4.365996866313651,-2.192939110336556,-1.7698447799475228,-1.4130461302691486,-1.1442987283639112,-0.9580534346601312,-0.7695296862977808,-0.6228633549694884,-0.4635552752129994,-0.40152250966998826,-0.3428339275774593,-0.32420204835334393,-0.29664009683838044,-0.2928181728949722,-0.29311216704446513,-0.29656659830100723,-0.29241393093941936,-0.2983673124666515,-0.3014910003050141,-0.30145425103632745,-0.29410439729900384,-0.29292842070103203,-0.2391642406125099,-4.689316932218516,-0.17426503211194255,1.0113398742557271,1.0012705746355939,0.7962831539016387,0.6529977552925151,0.5581846420810407,0.48674406375425533,0.4284229743485926,0.37568777378329576,0.33236038600177314,0.29292842070103203,0.25540741737199507,0.22380304630150358,0.19572660502492745,0.1666579334938126,0.1406762005323737,0.11932487542544863,0.09914952691649535,0.08217136478327784,0.06478896069450753,0.04825178978552943,0.028701178844248654,-0.2391642406125099
34,13.25,138.28,1025.28,21.52,889.97,1.212,-4.838237701428529,-3.8496266827941303,-4.3402903885534,-2.264092634283806,-1.8412367226894448,-1.4847097002618481,-1.2218343368417286,-1.038745898071485,-0.8577279262986433,-0.707323287987385,-0.5485628364366123,-0.4594218376734748,-0.3693565232864971,-0.32905636208706945,-0.28690756963996167,-0.2792542362745658,-0.2718597112838451,-0.2736713699065717,-0.2680885035385776,-0.2720445744086131,-0.2748914665300406,-0.27393017828124694,-0.2633560075445164,-0.263762706419006,-0.21758389785195548,-4.828661791565546,-0.19244251288350522,1.0142330477272459,1.0045831926143554,0.7990893431222283,0.6524559125562376,0.5585084725491316,0.487262224263538,0.4287715315869376,0.3763813220276817,0.3334930770815019,0.29422814938077513,0.2572924970521254,0.22616154684119147,0.1986908865006642,0.17033288316125045,0.1452284708177538,0.12452380084373595,0.10518711799300141,0.08925191663799839,0.07283607115859853,0.05749243180285315,0.039449790825494734,-0.21758389785195548
35,13.0,138.81,1025.29,21.55,889.79,1.212,-4.947848116757332,-3.8873739707298904,-4.217110201520461,-2.292390507438565,-1.8708746846531217,-1.5141054600727288,-1.2609381585587802,-1.0872861616663936,-0.9122346364851601,-0.7673097992059359,-0.6104889714715174,-0.5142529867674226,-0.4082203040414032,-0.34505738258425717,-0.2849144958556744,-0.2662418421071187,-0.2511784981561142,-0.2504419043198792,-0.24447549424637624,-0.2468694242141398,-0.250184096477197,-0.24535940684985819,-0.23438415868995757,-0.2345683071490163,-0.1906304848176022,-4.937093846748302,-0.1984015497898808,1.0086915993401255,0.9969429276521782,0.7905493347391482,0.6452562005418065,0.5535870976223684,0.482174325199391,0.4245358575140071,0.3730111186693731,0.3309516106203581,0.2924277529852708,0.2561873362425118,0.22631845618318502,0.19954327023604496,0.172178809219917,0.1479448720077875,0.12827781658031462,0.11015760820893512,0.09524158302517761,0.08017823907417311,0.06603563741846227,0.049462276103176155,-0.1906304848176022
36,12.75,137.79,1025.22,21.56,890.21,1.212,-5.161409588366426,-3.9564004123621146,-4.136289080114813,-2.3422261498666708,-1.9133208052805633,-1.5623375321219868,-1.3135434897783713,-1.137736454338543,-0.9729127203951666,-0.8326529918256117,-0.6784043961474002,-0.5802225861487117,-0.46838586077605604,-0.3836363316615419,-0.3024489543837149,-0.267198493499832,-0.24285712261580342,-0.23792205809205982,-0.2301669566976056,-0.22842298652756088,-0.23246751309213268,-0.226493487616022,-0.21421148492911124,-0.21417437918081242,-0.1709832881609812,-5.155398457142017,-0.20730981574552998,1.014359841244953,0.9999257051567106,0.7910574479826299,0.6435992042431031,0.5529869668973748,0.481669718667035,0.42400738581066244,0.3726901359133888,0.33087195758061405,0.29287567132261827,0.2564007207448742,0.22753244856838908,0.2013357902694193,0.17443412275277187,0.15098328982791506,0.13209646394381364,0.11469386799166514,0.10081631812790495,0.08697587401244358,0.07384043911465986,0.058404447822349055,-0.1709832881609812
37,12.5,136.87,1025.27,21.57,890.22,1.212,-5.368943404273757,-3.9085340137447955,-4.098463445379125,-2.35129199402697,-1.9252956704773498,-1.5817116848870791,-1.337351257601447,-1.1668107667653498,-1.010877358495937,-0.8843449066970628,-0.7335295810661046,-0.6412920187716196,-0.5240617755638052,-0.44011774863966274,-0.3326006549646819,-0.27514363965122796,-0.23431105334589292,-0.21989076211637848,-0.20812290787467627,-0.20225765988754216,-0.20502217167765632,-0.1973263685862574,-0.18413890018206414,-0.17928232541564737,-0.14065387688891692,-5.357026116962319,-0.18959320722742454,1.0163690238087313,0.9950748113713656,0.7868024704269534,0.637668266830524,0.5489797399422667,0.47870883889895915,0.42192427239931674,0.3713785365611482,0.33035915891864337,0.293187682821838,0.25788412009673134,0.22964126991664602,0.20438708113127874,0.17846044353209992,0.15615755787401664,0.13848709737774634,0.12212417624166517,0.10968387318615141,0.09735564493293956,0.08569986549353929,0.07236296401961012,-0.14065387688891692
38,12.25,136.63,1025.3,21.59,890.13,1.212,-5.554274712722586,-3.9271235661862374,-4.04433772946311,-2.376281384822795,-1.9540559090598093,-1.6071663562458478,-1.3701557253287242,-1.2107639241166557,-1.0529065356422476,-0.9330726433010775,-0.7821762491975182,-0.702761033848373,-0.5880917502339617,-0.5020897875231533,-0.3904893293840624,-0.3101010718110352,-0.248238041192686,-0.21403186455313902,-0.1923629627213035,-0.17941401620348812,-0.1772433835502127,-0.17237817243080233,-0.15748314146522277,-0.15213140923387133,-0.11354654258685502,-5.544881112792032,-0.17346348875744003,1.024463762944156,0.993027014172581,0.7864052404013133,0.6366315873253101,0.5485338413630633,0.47806312953344954,0.4214769817446148,0.37125303311193203,0.3307220820171516,0.29415814921973643,0.2592034785618187,0.23177117278852774,0.20710829488320887,0.18207116996870457,0.16040226813686903,0.14404767383546638,0.1284789982533531,0.11721416327687209,0.10647327411325067,0.09640602956616301,0.08484179698233367,-0.11354654258685502
39,12.0,138.71,1025.28,21.6,889.87,1.212,-5.397350816576629,-3.827223789241705,-3.936171830198538,-2.367039930436629,-1.9420836001821355,-1.6109641144053473,-1.3721703534583514,-1.220800392629626,-1.073374085516185,-0.9530742189116171,-0.816152036180009,-0.7430285878517422,-0.6377662045727455,-0.5609939551434211,-0.45234076680081514,-0.36270557207584303,-0.2915355223168294,-0.23543981246016515,-0.1930547491650509,-0.1635694877423627,-0.151627956866174,-0.14237695609480558,-0.11900988641732518,-0.11447652747358687,-0.08274301486741871,-5.388652664456936,-0.1540236343567674,1.0168729533149587,0.9754830175928603,0.7716661480085282,0.6244609803557575,0.5374057460052706,0.4676362461638346,0.41220395468918086,0.3632215641507401,0.32396930988178646,0.28825528698355535,0.25526865076692296,0.22821592341160657,0.20470142742701272,0.18070779594430023,0.16047353529298045,0.1453254822370744,0.131061987023849,0.12147927706147532,0.1122282762901069,0.10419354255242437,0.09512682466494775,-0.08274301486741871
40,11.75,137.04,1025.33,21.63,889.76,1.212,-5.299107325826231,-3.799899928069346,-3.761096122945851,-2.3906501977670263,-1.9590324884703025,-1.6355430746042419,-1.392384999614032,-1.245639455815276,-1.095162776908491,-0.9827436761035958,-0.8449901679151879,-0.7761880365231446,-0.6903719290384918,-0.6063094550546123,-0.499673613667161,-0.4116188251176912,-0.3303920138159133,-0.2656941310427011,-0.2088316319963486,-0.16428187880648973,-0.1354402044214303,-0.11450853646539108,-0.08421171938820061,-0.07395109784112255,-0.04768390668060273,-5.290003356162641,-0.1218215612771267,1.034046783838986,0.9843480642000481,0.7764119046296263,0.6270545662552501,0.5416115722814001,0.47083193928210165,0.41546189427896046,0.3666959584170295,0.3274817284316512,0.2925583038205055,0.2594258240612135,0.23327056695393453,0.21021215198631912,0.18696718026330228,0.1675652777015547,0.1534242756421271,0.13999218925322496,0.13163444661124135,0.12394830828870289,0.11782924671153633,0.11152362837896837,-0.04768390668060273
41,11.5,136.76,1025.2,21.65,890.24,1.211,-5.080113094440466,-3.6812153632614235,-4.047736663775873,-2.317388220665728,-1.9297049232022647,-1.6170233322400749,-1.3793434477791588,-1.2349109491677828,-1.0946285948343932,-0.981864314272159,-0.8512282412335495,-0.7861345368373792,-0.707169629494064,-0.6213252037079601,-0.5211235220412532,-0.43112895197716256,-0.3511171613925534,-0.2835558036419045,-0.22107930734896905,-0.1688473113458387,-0.13134645809520182,-0.09934174186135816,-0.06397204378049823,-0.0511851127618364,-0.022657544436576228,-5.072822300438597,-0.07182366809020287,1.0324512080389703,0.9721432556030009,0.7622057770363747,0.6147821834498729,0.530620248587277,0.4615259546618762,0.40723758086334705,0.35960439338447225,0.3214305437644321,0.2874068384223787,0.2555516769372913,0.2303890904590474,0.2079184894584165,0.18578438664248725,0.1673517638582759,0.1541909459677234,0.1419648452568976,0.1347114399422181,0.1283927518072653,0.12398088671895506,0.11930730082032137,-0.022657544436576228
42,11.25,138.54,1025.25,21.66,889.73,1.212,-4.883143044364112,-3.509489214554326,-3.991766291219491,-2.1821847617658463,-1.8923535459017247,-1.5934812493288297,-1.3644282372498124,-1.2261919583311722,-1.087328339118454,-0.9775806900250117,-0.8520388264688947,-0.7885298472860386,-0.7125478669620984,-0.6273771964484248,-0.529475208201988,-0.44186898125248153,-0.36175393546167334,-0.2915656272653964,-0.2262115295705455,-0.17034134102734713,-0.1286047602860279,-0.08989417390437991,-0.053250120256165934,-0.03819395319828949,-0.006900743234860035,-4.873031794918381,-0.026458999462003446,1.0331187572360507,0.9603841854932214,0.7498561632746304,0.6035013629032139,0.5202865180122547,0.4519064259577325,0.3985825009610868,0.3519748073481016,0.3144450968141302,0.2813805730791859,0.25038258207767555,0.22584250586814658,0.20414391216708935,0.18288814690891086,0.16539642341520147,0.15281271516339787,0.14144678512951075,0.13532099166968847,0.1297856361337045,0.1265382275525939,0.12314320949052371,-0.006900743234860035
43,11.0,136.71,1025.27,21.66,890.14,1.212,-4.688519408651903,-3.3563534790135634,-3.749491477341008,-2.060318393860459,-1.8645161465724585,-1.5852314511570813,-1.3611154882631562,-1.223474175938449,-1.0873289648346627,-0.981068375618768,-0.8551340553477657,-0.7975341583423176,-0.7216818264416366,-0.6389100263941973,-0.537923193982048,-0.45387970789682613,-0.37230478882612345,-0.3023246542175563,-0.2342146461351401,-0.1736599492183736,-0.12821587463290648,-0.08179933425384085,-0.042900702509901904,-0.023638399290547518,0.008677387081340228,-4.684891363191171,0.05086744151130478,1.0476074774192172,0.9621052926435978,0.747078144666766,0.6000861997113044,0.517089984480727,0.44916698905092584,0.39631721342190107,0.35023729581754265,0.31309658300818555,0.28044417386159065,0.25011072160742287,0.22598608942007611,0.20466664702195572,0.18398304764272663,0.16700229878527637,0.1553327092620947,0.1444859754104194,0.13902520595405873,0.13446209723025052,0.1323301529904385,0.12959976826225814,0.008677387081340228
44,10.75,138.55,1025.31,21.67,890.26,1.212,-4.555117082290656,-2.933634734161933,-3.4916315952866297,-2.0094455142353924,-1.8315521887835897,-1.5580149098841467,-1.3427053156067623,-1.2084643037848046,-1.0774335635484735,-0.9757011639901619,-0.8518658600664427,-0.7959997545418566,-0.7202078253823455,-0.6435303040612822,-0.5447129787014133,-0.4594378334786138,-0.37980833828570976,-0.31047385197085026,-0.23984787708706043,-0.1781147234921909,-0.12940715460681862,-0.07944499682591402,-0.03749006817237745,-0.01535026413357187,0.020036522655119047,-4.550283225075517,0.10796844436257522,1.0392793012549317,0.9450006357230182,0.7312408277283502,0.5849336227052434,0.5032008461286528,0.43670763466544005,0.38501119223482905,0.33999359068925766,0.30379501108581053,0.27169229522954247,0.24213565683773702,0.21903646129058318,0.19859404222808605,0.178594419246365,0.16243236229803695,0.15143625962543017,0.14151024748136568,0.13678708928642047,0.13309712194661955,0.13199013174467927,0.13010824840138077,0.020036522655119047
45,10.5,136.58,1025.26,21.68,889.64,1.211,-5.061395236059209,-2.8541294294113095,-3.3238337361128805,-2.0940515691645936,-1.8141982539570176,-1.5482346484406808,-1.3470772086265932,-1.2043239389427822,-1.0759096417973661,-0.9742639226283271,-0.8551718295613974,-0.8011854107614879,-0.7270196024101557,-0.6478744641695116,-0.5492612692187752,-0.4646126611004702,-0.38659067997771607,-0.31485837871514544,-0.24376253315271249,-0.1799297702859678,-0.12725370145692977,-0.0725933883862862,-0.02796661223545941,-0.00400592705380744,0.03747600916692754,-5.05555481904618,0.1960657942129865,1.0589125307466318,0.9482815546344731,0.7297526180636879,0.5832929298908403,0.5006660045847372,0.43481155890579065,0.3835955943300095,0.3389688181791828,0.3030277904067048,0.2715045139645939,0.24230242889945555,0.21998904082404216,0.19995940555500497,0.18060366455670174,0.16484202633564632,0.15469617370404054,0.14537396962555407,0.1413306040011503,0.13852271120642545,0.13829807978284747,0.13833551835344382,0.03747600916692754
46,10.25,137.81,1025.25,21.69,889.95,1.211,-4.871417288720046,-2.7493916485040555,-3.161687239876336,-2.279516397471037,-1.771168139306457,-1.5262319839712826,-1.3328652403167944,-1.1937391296674604,-1.0697128395606006,-0.9732520695103956,-0.8532697116864099,-0.7989177777927365,-0.7304306310570909,-0.6566752422648573,-0.5551317316389299,-0.4718415667301952,-0.3948955524670701,-0.327224612247234,-0.2534321231588271,-0.1870967936012246,-0.13378366800039976,-0.07638950982052775,-0.027973623314559458,-0.00037100296173155783,0.044668756592479555,-4.867262055548653,0.2401131168326642,1.0492334760730186,0.9280639087714918,0.7093576628307384,0.5658166169367987,0.48308295647066146,0.4190107449796214,0.36933344840376575,0.3254437980309225,0.2905324193319829,0.2598875746929562,0.23209945285926256,0.20995057604388856,0.19073262262619387,0.1719227724664039,0.15697135310862212,0.14743657699212107,0.13923741153785366,0.13578708399375017,0.13389496888891922,0.13463697481238232,0.135267679847326,0.044668756592479555
47,10.0,138.09,1025.26,21.73,889.78,1.211,-4.669557593368104,-2.6541119363646777,-3.001139126883693,-2.5756948244987568,-1.7198079618904059,-1.4959230348586676,-1.3115058326848477,-1.1761456055923991,-1.0548915728441035,-0.9612945668020603,-0.8434097300782212,-0.7993880369674659,-0.7275612206219105,-0.6647312683856181,-0.5572131886601066,-0.477167014980163,-0.39904609617133746,-0.3307735965109231,-0.25742879074775554,-0.19115559422273293,-0.13576749254595422,-0.07715829137326659,-0.025028313324533688,0.006812440313186685,0.05427737771267217,-4.6659292284186895,0.28660380687162024,1.0437473090709013,0.9088313715640954,0.6922031744311863,0.5512523033860681,0.4690587300421854,0.40622877780589295,0.3577641888387116,0.3149642920884735,0.2809761387868139,0.25139385720944346,0.22458838554233929,0.20311438890294647,0.1846023228345044,0.1666826428802525,0.1525764485360996,0.14376470508752118,0.136470951056555,0.13380521354269934,0.13273151371072972,0.13432355139261573,0.13654499932082878,0.05427737771267217
48,9.0,137.08,1025.28,21.74,889.88,1.211,-3.9855401364508865,-2.546195047210205,-2.534669245598943,-2.040477188810569,-1.7302503538563152,-1.5091340044985158,-1.2417652473803134,-1.1127061095972521,-1.0110627135108818,-0.9288154884208097,-0.822323049585365,-0.7970334266324993,-0.7244096863828982,-0.6713313184449513,-0.5653983845420921,-0.5021743271599278,-0.41444395373051757,-0.34722876116257656,-0.27415741696690704,-0.20817313525065417,-0.14554588312991446,-0.07098252578068355,-0.005333947023982001,0.04289537816489022,0.10876775889462598,-3.9802807900845822,0.49143183245428573,1.0556366064735287,0.8738721040409113,0.6449226856269147,0.5146326369921654,0.437271754980007,0.3762857173281848,0.3313015207483086,0.29176317217893155,0.26076659891369347,0.2340222631361054,0.20929214511582522,0.1912387859577323,0.1754607468588205,0.1602049123636552,0.14875371141007146,0.1428229591246649,0.1387572232812101,0.13916752689843948,0.14170394925949387,0.14748550022954426,0.153602754159146,0.10876775889462598
49,9.75,138.9,1025.23,21.83,890.26,1.211,-4.549273729246106,-2.6268473688342824,-2.8926568950805334,-2.563100193611559,-1.651721698885767,-1.4574621198871915,-1.2865372459066335,-1.169201221304993,-1.054993666619017,-0.9529687418399243,-0.8439875721895297,-0.8001521878418026,-0.7233022445017069,-0.664229371388271,-0.5568676449883383,-0.48829894554264924,-0.4086885875710845,-0.33518794731717094,-0.2611720296653832,-0.19852902029524763,-0.14166447888698705,-0.07320619602655683,-0.015384710879387005,0.019470124533961068,0.07331661261181559,-4.535655683730858,0.33706502926656984,1.0464915895540927,0.9009993357114687,0.6827057466549034,0.5440961266267419,0.4638232691436245,0.4004809547335168,0.35303862860067026,0.3115587980717967,0.2780657672099733,0.24968870479847238,0.22318872433637035,0.20276165606350005,0.18487416925158115,0.1678332095933128,0.15443599724858345,0.146559614166792,0.1401922577502036,0.13813114815870678,0.1380943426302872,0.14092836831859532,0.14449850457529517,0.07331661261181559
50,9.5,137.65,1025.25,21.82,889.84,1.211,-4.432685601623746,-2.591533915645383,-2.7727592843487487,-2.3625042736234616,-1.6999675034734447,-1.4629519105863416,-1.2854409376342233,-1.1740090650967983,-1.0608685705137995,-0.9681943965201742,-0.858248282283248,-0.8127840782879786,-0.7364532455998425,-0.6759085948545082,-0.5693797247087297,-0.5009605549707508,-0.4191695605282807,-0.34640454776134216,-0.2695165557105188,-0.2064461158543362,-0.14723864757945102,-0.07540223375032432,-0.013260392831953585,0.027449384601719046,0.08639684517401693,-4.41879376151408,0.38035412492774434,1.057414182465139,0.9003695301023947,0.6772086333674447,0.5392559751661126,0.4576135565536924,0.39543457167780915,0.3483731775095033,0.3072548165431934,0.2740109745695283,0.24589299873258472,0.21963222077126487,0.19994592328965308,0.1825254072163023,0.16566205050563865,0.15299596099388463,0.1456414574064146,0.1401441516945683,0.13884411318163167,0.1396612802469061,0.14356139578571597,0.14809295860223792,0.08639684517401693
51,9.25,137.78,1025.3,21.82,889.86,1.211,-4.243576761937624,-2.5912848060976623,-2.646539325305445,-2.1216770555439477,-1.8124892422200793,-1.4256333908156953,-1.2411671618151014,-1.1376345166910502,-1.0377385021125753,-0.9541702165142374,-0.846332988295423,-0.8010606488504975,-0.7282167125141134,-0.6755226780782164,-0.5669432803603048,-0.5036362220873188,-0.420067936488981,-0.34896809847547505,-0.2736750027920702,-0.20888360552088991,-0.1489534184687959,-0.07280682786142939,-0.009388444163578815,0.03681160715521812,0.09885697727973898,-4.2247627651355115,0.42578264163202895,1.0529900853190215,0.8842578496992869,0.6588609728234857,0.5252333545110456,0.44426266215954774,0.3834418717085371,0.33753868818937904,0.29775840303777235,0.2652884874522725,0.23797664988549777,0.2123346936916916,0.19374334773930826,0.17715585943448722,0.16131054062876327,0.1494729371181639,0.14275630315133478,0.1380806353070228,0.1376724420825194,0.13930521498053308,0.14416642519961936,0.14965847949293817,0.09885697727973898
