xflr5 v6.61
SD6060-104-88-MP
T1_Re0.225_M0.06_N9.0_XtrTop15%_XtrBot15%
Alpha =   3.0,  Re =   225000,  Ma = 0.0610,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 0.3126   -0.673    -0.643     1.293     1.281
 0.3051   -0.679    -0.649     1.295     1.283
 0.2977   -0.685    -0.654     1.297     1.286
 0.2902   -0.691    -0.660     1.300     1.288
 0.2828   -0.697    -0.665     1.302     1.290
 0.2753   -0.704    -0.671     1.305     1.292
 0.2679   -0.710    -0.677     1.307     1.294
 0.2604   -0.717    -0.682     1.310     1.296
 0.2530   -0.724    -0.687     1.312     1.298
 0.2456   -0.730    -0.693     1.315     1.300
 0.2382   -0.737    -0.698     1.317     1.302
 0.2308   -0.744    -0.703     1.320     1.304
 0.2234   -0.751    -0.709     1.322     1.307
 0.2160   -0.757    -0.715     1.325     1.309
 0.2087   -0.764    -0.721     1.328     1.311
 0.2013   -0.771    -0.729     1.330     1.314
 0.1940   -0.779    -0.739     1.333     1.318
 0.1867   -0.786    -0.750     1.336     1.322
 0.1794   -0.793    -0.764     1.338     1.327
 0.1721   -0.800    -0.778     1.341     1.333
 0.1649   -0.807    -0.790     1.344     1.337
 0.1576   -0.815    -0.799     1.346     1.340
 0.1504   -0.823    -0.804     1.349     1.342
 0.1432   -0.830    -0.807     1.352     1.344
 0.1361   -0.837    -0.812     1.355     1.345
 0.1290   -0.845    -0.817     1.358     1.347
 0.1219   -0.853    -0.823     1.361     1.349
 0.1149   -0.861    -0.828     1.363     1.351
 0.1079   -0.868    -0.834     1.366     1.353
 0.1009   -0.876    -0.839     1.369     1.355
 0.0941   -0.883    -0.844     1.371     1.357
 0.0873   -0.890    -0.849     1.374     1.359
 0.0805   -0.895    -0.852     1.376     1.360
 0.0739   -0.900    -0.855     1.377     1.361
 0.0674   -0.904    -0.856     1.379     1.361
 0.0610   -0.906    -0.855     1.380     1.361
 0.0548   -0.904    -0.851     1.379     1.360
 0.0487   -0.902    -0.845     1.378     1.358
 0.0428   -0.896    -0.837     1.376     1.354
 0.0371   -0.885    -0.825     1.372     1.350
 0.0317   -0.878    -0.814     1.370     1.346
 0.0269   -0.871    -0.797     1.367     1.340
 0.0226   -0.849    -0.766     1.359     1.328
 0.0187   -0.809    -0.719     1.344     1.310
 0.0153   -0.749    -0.658     1.322     1.287
 0.0124   -0.687    -0.599     1.298     1.264
 0.0100   -0.635    -0.556     1.278     1.247
 0.0079   -0.609    -0.538     1.268     1.239
 0.0062   -0.639    -0.537     1.280     1.239
 0.0048   -0.646    -0.516     1.282     1.231
 0.0037   -0.607    -0.461     1.267     1.208
 0.0028   -0.523    -0.371     1.234     1.171
 0.0020   -0.406    -0.256     1.185     1.121
 0.0014   -0.275    -0.132     1.129     1.064
 0.0009   -0.149    -0.008     1.072     1.004
 0.0005   -0.021     0.121     1.011     0.938
 0.0003    0.116     0.257     0.940     0.862
 0.0001    0.269     0.405     0.855     0.771
 0.0001    0.437     0.562     0.751     0.662
 0.0002    0.617     0.724     0.619     0.526
 0.0004    0.794     0.867     0.454     0.366
 0.0007    0.921     0.961     0.282     0.200
 0.0012    0.985     0.998     0.125     0.053
 0.0019    1.001     0.995    -0.012    -0.075
 0.0026    0.985     0.967    -0.127    -0.185
 0.0036    0.950     0.925    -0.225    -0.275
 0.0049    0.907     0.876    -0.307    -0.354
 0.0064    0.851     0.818    -0.387    -0.428
 0.0083    0.783     0.747    -0.467    -0.504
 0.0106    0.708     0.670    -0.541    -0.575
 0.0134    0.638     0.599    -0.603    -0.634
 0.0163    0.579     0.539    -0.650    -0.679
 0.0195    0.524     0.486    -0.690    -0.717
 0.0230    0.474     0.437    -0.726    -0.751
 0.0272    0.427     0.390    -0.757    -0.781
 0.0323    0.380     0.345    -0.788    -0.810
 0.0384    0.333     0.300    -0.817    -0.837
 0.0451    0.295     0.263    -0.840    -0.859
 0.0518    0.266     0.234    -0.857    -0.876
 0.0583    0.240     0.210    -0.872    -0.889
 0.0650    0.219     0.189    -0.884    -0.901
 0.0719    0.201     0.172    -0.894    -0.910
 0.0789    0.184     0.156    -0.903    -0.919
 0.0862    0.170     0.142    -0.911    -0.926
 0.0935    0.157     0.130    -0.918    -0.933
 0.1008    0.147     0.120    -0.924    -0.938
 0.1081    0.137     0.111    -0.929    -0.943
 0.1155    0.128     0.103    -0.934    -0.947
 0.1228    0.120     0.095    -0.938    -0.951
 0.1302    0.113     0.088    -0.942    -0.955
 0.1376    0.107     0.081    -0.945    -0.958
 0.1451    0.101     0.075    -0.948    -0.962
 0.1526    0.095     0.070    -0.951    -0.965
 0.1601    0.090     0.064    -0.954    -0.968
 0.1676    0.085     0.058    -0.956    -0.970
 0.1751    0.081     0.054    -0.959    -0.972
 0.1826    0.077     0.053    -0.961    -0.973
 0.1901    0.073     0.052    -0.963    -0.974
 0.1976    0.070     0.052    -0.965    -0.974
 0.2052    0.066     0.050    -0.966    -0.975
 0.2127    0.063     0.048    -0.968    -0.976
 0.2203    0.061     0.046    -0.969    -0.977
 0.2279    0.058     0.043    -0.971    -0.978
 0.2354    0.055     0.040    -0.972    -0.980
 0.2430    0.052     0.037    -0.974    -0.981
 0.2506    0.050     0.034    -0.975    -0.983
 0.2582    0.047     0.031    -0.976    -0.984
 0.2657    0.045     0.029    -0.977    -0.986
 0.2733    0.043     0.026    -0.978    -0.987
 0.2809    0.041     0.024    -0.979    -0.988
 0.2885    0.039     0.022    -0.980    -0.989
 0.2961    0.037     0.020    -0.981    -0.990
 0.3037    0.035     0.018    -0.982    -0.991
 0.3113    0.034     0.016    -0.983    -0.992
 0.3189    0.032     0.015    -0.984    -0.993
 0.3265    0.031     0.013    -0.985    -0.993
 0.3341    0.029     0.012    -0.985    -0.994
 0.3417    0.028     0.010    -0.986    -0.995
 0.3493    0.026     0.009    -0.987    -0.996
 0.3569    0.025     0.007    -0.988    -0.996
 0.3645    0.024     0.006    -0.988    -0.997
 0.3721    0.022     0.005    -0.989    -0.998
 0.3797    0.021     0.004    -0.989    -0.998
 0.3873    0.020     0.003    -0.990    -0.999
 0.3949    0.019     0.002    -0.990    -0.999
 0.4025    0.018     0.001    -0.991    -1.000
 0.4101    0.017    -0.000    -0.991    -1.000
 0.4178    0.016    -0.001    -0.992    -1.000
 0.4254    0.015    -0.002    -0.992    -1.001
 0.4330    0.015    -0.003    -0.993    -1.001
 0.4406    0.014    -0.003    -0.993    -1.002
 0.4482    0.013    -0.004    -0.993    -1.002
 0.4558    0.013    -0.005    -0.994    -1.002
 0.4634    0.012    -0.005    -0.994    -1.003
 0.4710    0.012    -0.005    -0.994    -1.003
 0.4786    0.011    -0.006    -0.994    -1.003
 0.4862    0.011    -0.006    -0.995    -1.003
 0.4938    0.011    -0.006    -0.995    -1.003
 0.5014    0.011    -0.006    -0.995    -1.003
 0.5090    0.011    -0.006    -0.995    -1.003
 0.5166    0.011    -0.006    -0.995    -1.003
 0.5243    0.011    -0.006    -0.995    -1.003
 0.5319    0.011    -0.006    -0.995    -1.003
 0.5395    0.011    -0.006    -0.995    -1.003
 0.5471    0.011    -0.006    -0.995    -1.003
 0.5547    0.011    -0.006    -0.994    -1.003
 0.5623    0.011    -0.005    -0.994    -1.003
 0.5699    0.012    -0.005    -0.994    -1.002
 0.5775    0.012    -0.004    -0.994    -1.002
 0.5851    0.013    -0.003    -0.993    -1.001
 0.5927    0.014    -0.002    -0.993    -1.001
 0.6003    0.015    -0.001    -0.993    -1.001
 0.6079    0.016    -0.000    -0.992    -1.000
 0.6155    0.017     0.001    -0.991    -1.000
 0.6231    0.018     0.002    -0.991    -0.999
 0.6307    0.020     0.003    -0.990    -0.998
 0.6383    0.021     0.004    -0.989    -0.998
 0.6459    0.023     0.006    -0.989    -0.997
 0.6535    0.024     0.007    -0.988    -0.996
 0.6611    0.026     0.009    -0.987    -0.996
 0.6687    0.028     0.011    -0.986    -0.995
 0.6763    0.030     0.013    -0.985    -0.994
 0.6839    0.032     0.015    -0.984    -0.993
 0.6915    0.035     0.017    -0.983    -0.992
 0.6991    0.037     0.019    -0.981    -0.990
 0.7067    0.040     0.021    -0.980    -0.989
 0.7143    0.042     0.024    -0.979    -0.988
 0.7219    0.045     0.026    -0.977    -0.987
 0.7295    0.048     0.029    -0.976    -0.985
 0.7371    0.051     0.032    -0.974    -0.984
 0.7447    0.055     0.035    -0.972    -0.983
 0.7523    0.058     0.038    -0.971    -0.981
 0.7600    0.061     0.041    -0.969    -0.980
 0.7676    0.064     0.044    -0.967    -0.978
 0.7752    0.068     0.047    -0.966    -0.977
 0.7829    0.071     0.050    -0.964    -0.975
 0.7905    0.074     0.053    -0.962    -0.973
 0.7981    0.078     0.056    -0.960    -0.972
 0.8058    0.081     0.059    -0.959    -0.970
 0.8134    0.085     0.062    -0.957    -0.969
 0.8210    0.089     0.065    -0.955    -0.967
 0.8287    0.093     0.069    -0.953    -0.965
 0.8363    0.097     0.072    -0.950    -0.963
 0.8440    0.101     0.076    -0.948    -0.961
 0.8516    0.106     0.080    -0.946    -0.959
 0.8593    0.111     0.084    -0.943    -0.957
 0.8669    0.116     0.088    -0.941    -0.955
 0.8745    0.121     0.092    -0.938    -0.953
 0.8822    0.126     0.097    -0.935    -0.951
 0.8898    0.132     0.101    -0.932    -0.948
 0.8974    0.137     0.105    -0.929    -0.946
 0.9050    0.143     0.110    -0.926    -0.944
 0.9126    0.149     0.114    -0.923    -0.941
 0.9202    0.155     0.119    -0.919    -0.939
 0.9277    0.162     0.123    -0.916    -0.937
 0.9353    0.169     0.128    -0.912    -0.934
 0.9428    0.177     0.132    -0.908    -0.932
 0.9503    0.184     0.137    -0.903    -0.929
 0.9577    0.192     0.141    -0.899    -0.927
 0.9651    0.201     0.145    -0.894    -0.925
 0.9723    0.209     0.148    -0.889    -0.923
 0.9793    0.219     0.151    -0.884    -0.922
 0.9859    0.229     0.153    -0.878    -0.921
 0.9920    0.242     0.154    -0.871    -0.920
 0.9971    0.255     0.153    -0.864    -0.920
 1.0000    0.268     0.163    -0.856    -0.915


